6.403,0,CeTCCC_ImmediateOff,4.0902275318,-0.0314550607,600.75,14.6997070313,1.6298623204,0.4901960784,0.5012580168,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,578,Range_Shift_Completed,0,0,4707.549227551,4699.4739291364,22.3509615385,7.2905650139,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0883823752,14.6805391401,63.5294117647,3778.2,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6912351349,8.6323876661,-586.4642578125,9.4117647059,1.3154722546,0,0,0,14.5037743897,4705.0871002472,4707.9869751456,0,100,62.7450980392,No,No,Yes,105.8,0,0.0116231437,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.416,0,CeTCCC_ImmediateOff,4.0771585289,-0.030276629,600.75,14.6997070313,1.626135087,0.4901960784,0.5014364982,-1,1832,1832,1832,Normal,1,0,1832,601,0,0,7,578,Range_Shift_Completed,0,0,4708.4485208743,4684.7191278822,22.25,7.2921985435,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0913737787,14.6805391401,63.5294117647,3774.04,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.702566035,8.6330791455,-586.4662109375,9.4117647059,1.3153815445,0,0,0,14.5037743897,4705.1982293634,4708.1188436963,0,100,62.7450980392,No,No,Yes,105.8,0,0.0115670835,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.428,0,CeTCCC_ImmediateOff,4.0650948339,-0.029188846,601,14.6997070313,1.6181071997,0.4901960784,0.5016012502,-1,1832,1832,1832,Normal,1,0,1832,600.92,0,0,7,576.5,Range_Shift_Completed,0,0,4709.1846865714,4685.1927205154,22.625,7.2987326622,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0906485899,14.6805391401,63.5294117647,3767,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.7130253274,8.6337174341,-586.4685546875,9.4117647059,1.3152978122,0,0,0,14.5037743897,4705.300810086,4708.2405685123,0,100,62.7450980392,No,No,Yes,105.8,0,0.0115153356,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.441,0,CeTCCC_ImmediateOff,4.0490099073,-0.027194577,601,14.6997070313,1.6189673305,0.4901960784,0.5019032955,-1,1832,1832,1832,Normal,1,0,1832,600.25,0,0,7,576.6153846154,Range_Shift_Completed,0,0,4711.0864479558,4688.2710726308,22.515625,7.3058112907,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0908159412,14.6816269232,63.5294117647,3766.82,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.7322006968,8.6344089134,-586.47109375,9.4117647059,1.3152071021,0,0,0,14.5037743897,4705.4119392021,4708.3724370629,0,100,62.7450980392,No,No,Yes,105.8,0,0.0114592755,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.454,0,CeTCCC_ImmediateOff,4.0484807979,-0.0250190108,600.25,14.6997070313,1.6215564489,0.4862745098,0.5018606567,-1,1832,1832,1832,Normal,1,0,1832,600.46,0,0,7,576.5,Range_Shift_Completed,0,0,4710.7797122487,4691.3494247461,24.25,7.3177905083,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0893655637,14.6863406499,63.5294117647,3766.04,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.7296612753,8.6355791092,-586.4736328125,9.4117647059,1.3151163921,0,0,0,14.5037743897,4705.5230683183,4708.5043056136,0,100,62.7450980392,No,No,Yes,105.8,0,0.0114032153,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.466,0,CeTCCC_ImmediateOff,4.0478458665,-0.0184923123,600.25,14.6997070313,1.6256955481,0.4815686275,0.5017327404,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,576.5,Range_Shift_Completed,0,0,4710.7547706078,4696.322147394,23.75,7.3153352642,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0880267538,14.6906917822,63.5294117647,3765.32,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.722043011,8.6352797174,-586.4759765625,9.4117647059,1.3150326597,0,0,0,14.5037743897,4705.6256490409,4708.7173240416,0,100,62.7450980392,No,No,Yes,105.8,0,0.0113514674,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.478,0,CeTCCC_ImmediateOff,4.0472109352,-0.0119656139,600.75,14.6997070313,1.635353446,0.4705882353,0.5016048241,-1,1832,1832,1832,Normal,1,0,1832,600.59,0,0,7,577.5,Range_Shift_Completed,0,0,4710.1861808684,4694.9297850526,22.5,7.3055142879,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0855722689,14.6986688581,63.5294117647,3764,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.7144247467,8.6340821505,-586.4783203125,9.4117647059,1.3149489274,0,0,0,14.5037743897,4705.7282297635,4708.7228047846,0,100,62.7450980392,No,No,Yes,105.8,0,0.0112997196,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.491,0,CeTCCC_ImmediateOff,4.0463643601,0,600.25,14.6997070313,1.6343186712,0.4717647059,0.5013703108,-1,1832,1832,1832,Normal,1,0,1832,600.5,0,0,7,577.4230769231,Range_Shift_Completed,0,0,4708.7173240416,4688.8962149065,23.0104166667,7.294874897,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0860351553,14.6967652377,63.5294117647,3764.78,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.706171627,8.6327847862,-586.480859375,9.4117647059,1.3148582173,0,0,0,14.5037743897,4705.8393588796,4708.7465546709,0,100,62.7450980392,No,No,Yes,105.8,0,0.0112436594,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.503,0,CeTCCC_ImmediateOff,4.0516025435,-0.0008158373,600.5,14.6997070313,1.6325869942,0.4705882353,0.5013311434,-1,1832,1832,1832,Normal,1,0,1832,600.58,0,0,7,578,Range_Shift_Completed,0,0,4709.0016189113,4683.3267655408,22.4519230769,7.2768697739,1832,0,63.5294117647,63.5294117647,63.5294117647,0.087886701,14.6891507561,63.5294117647,3767.9,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6985533627,8.6315872192,-586.483203125,9.4117647059,1.3146628418,0,0,0,14.5037743897,4705.9419396022,4708.7684776429,0,100,62.7450980392,No,No,Yes,105.8,0,0.0111919115,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.515,0,CeTCCC_ImmediateOff,4.058586788,-0.0040791865,600.25,14.6997070313,1.6288983917,0.4705882353,0.5011744738,-1,1832,1832,1832,Normal,1,0,1832,600.46,0,0,7,577.9583333333,Range_Shift_Completed,0,0,4708.3396142065,4673.1161083705,22.25,7.2775831985,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0928241561,14.6815362746,63.5294117647,3771.02,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6909350984,8.6303896523,-586.485546875,9.4117647059,1.3146907526,0,0,0,14.5037743897,4706.0445203248,4708.7904006148,0,100,62.7450980392,No,No,Yes,105.8,0,0.0111401637,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.528,0,CeTCCC_ImmediateOff,4.0661530528,-0.0076144816,600.25,14.6997070313,1.6199842691,0.4705882353,0.5010047483,-1,1832,1832,1832,Normal,1,0,1832,600.25,0,0,7,577.25,Range_Shift_Completed,0,0,4707.5212428972,4677.0406590877,22.25,7.282220459,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0917440878,14.6669418516,63.5294117647,3777,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6826819787,8.629092288,-586.4880859375,9.4117647059,1.3143021552,0,0,0,14.5037743897,4706.155649441,4708.8141505011,0,100,62.7450980392,No,No,Yes,105.8,0,0.0110841035,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.541,0,CeTCCC_ImmediateOff,4.0754653787,-0.0135972885,600.75,14.6997070313,1.6209064198,0.4705882353,0.5007175207,-1,1832,1832,1832,Normal,1,0,1832,600.25,0,0,7,577.28,Range_Shift_Completed,0,0,4705.5697420827,4694.047045529,22.25,7.2868577194,1832,0,63.5294117647,63.5294117647,63.5294117647,0.091459095,14.668845472,63.5294117647,3776.52,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6744288591,8.6277949238,-586.490625,9.4117647059,1.3137811633,0,0,0,14.5037743897,4706.2667785571,4708.8379003874,0,100,62.7450980392,No,No,Yes,105.8,0,0.0110280433,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.553,0,CeTCCC_ImmediateOff,4.0721319893,-0.0146850716,600.25,14.6997070313,1.6389443755,0.4741176471,0.5008107758,-1,1832,1832,1832,Normal,1,0,1832,600.25,0,0,7,576.5,Range_Shift_Completed,0,0,4705.9474519178,4709.7452483979,22.35,7.2947053909,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0887289727,14.6764599536,63.5294117647,3774.6,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6668105947,8.6265973568,-586.49296875,9.4117647059,1.3133002478,0,0,0,14.5037743897,4706.3693592797,4708.8598233594,0,100,62.7450980392,No,No,Yes,105.8,0,0.0109762955,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.566,0,CeTCCC_ImmediateOff,4.0673170935,-0.0193987982,600.5,14.6997070313,1.6663311958,0.4792156863,0.5012148809,-1,1832,1832,1832,Normal,1,0,1832,601.25,0,0,7,576.53,Range_Shift_Completed,0,0,4706.4536211621,4739.8334705632,22.875,7.2905340481,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0812211366,14.6847089752,63.5294117647,3772.52,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6585574751,8.6252999926,-586.4955078125,9.4117647059,1.312779256,0,0,0,14.5037743897,4706.4804883959,4708.8835732457,0,100,62.7450980392,No,No,Yes,105.8,0,0.0109202353,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.578,0,CeTCCC_ImmediateOff,4.0628725743,-0.0237499306,601.25,14.6997070313,1.7253181934,0.4901960784,0.5015879011,-1,1832,1832,1832,Normal,1,0,1832,600.93,0,0,7,576.5,Range_Shift_Completed,0,0,4707.968842441,4739.8334705632,22.995,7.2738486767,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0830412181,14.6986688581,63.5294117647,3769,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6509392108,8.6241024256,-586.4978515625,9.4117647059,1.3122983405,0,0,0,14.5037743897,4706.5830691185,4708.9054962177,0,100,62.7450980392,No,No,Yes,105.8,0,0.0108684874,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.591,0,CeTCCC_ImmediateOff,4.0569465487,-0.0317270065,600.75,14.6997070313,1.718998158,0.4890196078,0.5022717714,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,576.5,Range_Shift_Completed,0,0,4711.8831640783,4739.8334705632,23.625,7.2557728577,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0821091228,14.697581075,63.5294117647,3768.7,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6426860911,8.6228050613,-586.50390625,9.4117647059,1.3117773486,0,0,0,14.5037743897,4706.6941982346,4708.929246104,0,100,62.7450980392,No,No,Yes,105.8,0,0.0108124273,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.604,0,CeTCCC_ImmediateOff,4.054830111,-0.029188846,600.75,14.6997070313,1.7066224575,0.4901960784,0.5022009373,-1,1832,1832,1832,Normal,1,0,1832,600.89,0,0,7,578,Range_Shift_Completed,0,0,4711.2518218787,4739.8334705632,23.125,7.2251830101,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0844178869,14.6928673483,63.5294117647,3767.4,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6344329714,8.6215076971,-586.5029296875,9.4117647059,1.3112563568,0,0,0,14.5037743897,4706.8053273508,4708.9529959903,0,100,62.7450980392,No,No,Yes,105.8,0,0.0107563671,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.616,0,CeTCCC_ImmediateOff,4.0522903857,-0.0215743644,600.5,14.6997070313,1.6841875744,0.4901960784,0.5019884348,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,577.9375,Range_Shift_Completed,0,0,4711.3257726266,4739.8334705632,23.285,7.2297246265,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0899234012,14.688516216,63.5294117647,3766.2,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6268147071,8.6203101301,-586.505859375,9.4117647059,1.3107754413,0,0,0,14.5037743897,4706.9079080734,4708.9749189622,0,100,62.7450980392,No,No,Yes,105.8,0,0.0107046192,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.629,0,CeTCCC_ImmediateOff,4.0495390167,-0.0133253427,600.75,14.6997070313,1.6318395138,0.4901960784,0.5017582238,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,578,Range_Shift_Completed,0,0,4710.2906170735,4744.2426179777,23.375,7.2494049644,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0888578178,14.6805391401,63.5294117647,3764,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6185615874,8.6190127659,-586.5094866071,9.4117647059,1.3102544495,0,0,0,14.5037743897,4707.0190371895,4708.9986688485,0,100,62.7450980392,No,No,Yes,105.8,0,0.010648559,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.641,0,CeTCCC_ImmediateOff,4.0463643601,0,601.25,14.6997070313,1.6374482346,0.4901960784,0.5013863444,-1,1832,1832,1832,Normal,1,0,1832,601,0,0,7,578,Range_Shift_Completed,0,0,4707.9017965662,4757.4700602211,23.3020833333,7.2675714302,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0899234012,14.6816491228,63.5294117647,3765.2244897959,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6052296249,8.6178151989,-586.5128348214,9.4117647059,1.3097735339,0,0,0,14.5037743897,4707.1216179121,4709.0205918205,0,100,62.7450980392,No,No,Yes,105.8,0,0.0105968112,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.653,0,CeTCCC_ImmediateOff,4.0558883299,-0.0016316746,601,14.6997070313,1.6938379383,0.4901960784,0.5014659739,-1,1832,1832,1832,Normal,1,0,1832,600.9230769231,0,0,7,579.375,Range_Shift_Completed,0,0,4708.3795606677,4770.6975024646,24.125,7.3008766174,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0899234012,14.6860890538,63.5294117647,3770.1224489796,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.6029134888,8.6156196594,-586.5161830357,9.4117647059,1.3092926184,0,0,0,14.5037743897,4707.2241986347,4709.0425147925,0,100,62.7450980392,No,No,Yes,105.8,0,0.0105450633,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.665,0,CeTCCC_ImmediateOff,4.0685869562,-0.0081583731,601.25,14.6997070313,1.7765025043,0.4901960784,0.5017844915,-1,1832,1832,1832,Normal,1,0,1832,601.08,0,0,7,579.2604166667,Range_Shift_Completed,0,0,4708.6801218249,4794.9478132442,23.885,7.299499836,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0899234012,14.6905289847,63.5294117647,3775.0204081633,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5936489448,8.6154164791,-586.51953125,9.4117647059,1.3088117029,0,0,0,14.5037743897,4707.3267793573,4709.0644377645,0,100,62.7450980392,No,No,Yes,105.8,0,0.0104933155,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.678,0,CeTCCC_ImmediateOff,4.0823438013,-0.0152289631,601.5,14.6997070313,1.9762752056,0.4901960784,0.5021295524,-1,1832,1832,1832,Normal,1,0,1832,601.5,0,0,7,578,Range_Shift_Completed,0,0,4710.3664932186,4794.9478132442,23.25,7.2905507565,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0899234012,14.6986688581,63.5294117647,3784,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5836123553,8.6140958071,-586.5231584821,9.4117647059,1.3082907111,0,0,0,14.5037743897,4707.4379084735,4709.0881876508,0,100,62.7450980392,No,No,Yes,105.8,0,0.0104372553,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.691,0,CeTCCC_ImmediateOff,4.0992753031,-0.027194577,600.75,14.6997070313,1.9556090641,0.4901960784,0.5027135015,-1,1832,1832,1832,Normal,1,0,1832,600.75,0,0,7,578.1057692308,Range_Shift_Completed,0,0,4714.3878403883,4794.9478132442,23.495,7.2816016769,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0895608069,14.6972469194,63.5294117647,3783.4509803922,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5735757659,8.612775135,-586.5267857143,9.4117647059,1.3077697192,0,0,0,14.5037743897,4707.5490375896,4709.1119375371,0,100,62.7450980392,No,No,Yes,105.8,0,0.0103811951,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.703,0,CeTCCC_ImmediateOff,4.0960072742,-0.0255629024,600.75,14.6997070313,1.9290348572,0.4867358708,0.5026281393,-1,1832,1832,1832,Normal,1,0,1832,600.96875,0,0,7,578,Range_Shift_Completed,0,0,4713.6095151297,4794.9478132442,22.5,7.2664570808,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0884730238,14.6929811034,63.5294117647,3781.8039215686,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5643112218,8.6115560532,-586.5301339286,9.4117647059,1.306647583,0,0,0,14.5037743897,4707.6516183122,4709.133860509,0,100,62.7450980392,No,No,Yes,105.8,0,0.0103294473,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.716,0,CeTCCC_ImmediateOff,4.0912867882,-0.0184923123,600.25,14.6997070313,1.8607987984,0.4817377932,0.5022582364,-1,1832,1832,1832,Normal,1,0,1832,600.5,0,0,7,578,Range_Shift_Completed,0,0,4713.4958281652,4794.9478132442,22.71,7.2685250854,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0855722689,14.6883598028,63.5294117647,3780.0196078431,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5542746324,8.6102353811,-586.5337611607,9.4117647059,1.3067678119,0,0,0,14.5037743897,4707.9251669058,4709.1576103953,0,100,62.7450980392,No,No,Yes,105.8,0,0.0102733871,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.728,0,CeTCCC_ImmediateOff,4.0869294164,-0.0119656139,600.5,14.6997070313,1.7085798979,0.4705882353,0.5019167876,-1,1832,1832,1832,Normal,1,0,1832,600.5769230769,0,0,7,577.25,Range_Shift_Completed,0,0,4711.9666643541,4793.1718408699,21.5,7.2767971039,1832,0,63.5294117647,63.5294117647,63.5294117647,0.086206809,14.6805391401,63.5294117647,3777,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5450100883,8.6090162992,-586.537109375,9.4117647059,1.3069353644,0,0,0,14.5037743897,4707.865328151,4709.1795333673,0,100,62.7450980392,No,No,Yes,105.8,0,0.0101526421,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.740,0,CeTCCC_ImmediateOff,4.080756473,0,601.5,14.6997070313,1.7348245359,0.4725105729,0.5012907982,-1,1832,1832,1832,Normal,1,0,1832,600.62,0,0,7,577.3125,Range_Shift_Completed,0,0,4708.0163245088,4782.5160066244,21.82,7.2850691223,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0857117283,14.6799952486,63.5294117647,3778.2,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5357455442,8.6077972174,-586.5404575893,9.4117647059,1.3073190729,0,0,0,14.5037743897,4707.8818289345,4709.2014563393,0,100,62.7450980392,No,No,Yes,105.8,0,0.0101698914,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.753,0,CeTCCC_ImmediateOff,4.0939842088,-0.0008158373,601.25,14.6997070313,1.6941111485,0.4738562092,0.5014429975,-1,1832,1832,1832,Normal,1,0,1832,601.25,0,0,7,577.25,Range_Shift_Completed,0,0,4708.7809064144,4770.9721861918,21.5480769231,7.3009238243,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0860743226,14.6764599536,63.5294117647,3786,0,0,1,100,0,0,-1.109375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5257089548,8.6064765453,-586.5440848214,9.4117647059,1.3077347571,0,0,0,14.5037743897,4707.7691502092,4709.2252062256,0,100,62.7450980392,No,No,Yes,105.8,0,0.010230418,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
6.765,0,CeTCCC_ImmediateOff,4.1138258124,-0.0040791865,601.5,14.6997070313,1.6724080245,0.4787581699,0.5020517945,-1,1832,1832,1832,Normal,1,0,1832,601.37,0,0,7,577.25,Range_Shift_Completed,0,0,4709.3710074891,4751.436490075,21.75,7.3003466034,1832,0,63.5294117647,63.5294117647,63.5294117647,0.0864090251,14.6731966043,63.5294117647,3793.2,0,0,1,100,0,0,-1.109609375,19.2156862745,10.1960784314,2,11,-0.327,916.7897515516,74.5098039216,-0.327,101.5164444107,8.6052574635,-586.5474330357,9.4117647059,1.3081184656,0,0,0,14.5037743897,4707.6651390781,4709.2471291975,0,100,62.7450980392,No,No,Yes,105.8,0,0.0103341193,0,0,14.3,100,1st Gear,Return_To_Prev_Range,Yes,98.6,Pilot & Main,105.8,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
